date,negative,neutral,positive
2021-11-17,30,12,58
2021-11-18,17,15,68
2021-11-19,19,14,67
2021-11-20,25,23,52
2021-11-21,28,10,62
2021-11-22,20,10,70
2021-11-23,29,11,60
2021-11-24,24,12,64
2021-11-25,25,13,62
2021-11-26,24,13,63
2021-11-27,20,17,63
2021-11-28,23,18,59
2021-11-29,25,14,61
2021-11-30,31,15,54
2021-12-01,32,8,60
2021-12-02,25,20,55
2021-12-03,21,18,61
2021-12-04,26,11,63
2021-12-05,27,14,59
2021-12-06,23,22,55
2021-12-07,29,16,55
2021-12-08,21,13,66
2021-12-09,23,13,64
2021-12-10,24,21,55
2021-12-11,20,9,71
2021-12-12,25,15,60
2021-12-13,12,23,65
2021-12-14,24,13,63
2021-12-15,30,18,52
2021-12-16,25,11,64
2021-12-17,26,11,63
2021-12-18,24,14,62
2021-12-19,17,14,69
2021-12-20,34,10,56
2021-12-21,28,13,59
2021-12-22,20,13,67
2021-12-23,17,9,74
2021-12-24,25,20,55
2021-12-25,22,15,63
2021-12-26,22,11,67
2021-12-27,22,9,69
2021-12-28,22,15,63
2021-12-29,30,9,61
2021-12-30,32,15,53
2021-12-31,24,15,61
2022-01-01,30,11,59
2022-01-02,30,8,62
2022-01-03,24,20,56
2022-01-04,15,14,71
2022-01-05,27,11,62
2022-01-06,21,26,53
2022-01-07,22,28,50
2022-01-08,20,12,68
2022-01-09,17,16,67
2022-01-10,22,18,60
2022-01-11,28,7,65
2022-01-12,35,19,46
2022-01-13,13,15,72
2022-01-14,32,14,54
2022-01-15,31,12,57
2022-01-16,21,9,70
2022-01-17,38,24,38
2022-01-18,25,20,55
2022-01-19,27,26,47
2022-01-20,20,21,59
2022-01-21,22,18,60
2022-01-22,21,13,66
2022-01-23,20,8,72
2022-01-24,41,19,40
2022-01-25,26,11,63
2022-01-26,22,18,60
2022-01-27,17,28,55
2022-01-28,19,27,54
2022-01-29,18,14,68
2022-01-30,27,13,60
2022-01-31,13,18,69
2022-02-01,20,10,70
2022-02-02,20,34,46
2022-02-03,24,16,60
2022-02-04,28,20,52
2022-02-05,28,15,57
2022-02-06,17,23,60
2022-02-07,17,22,61
2022-02-08,21,17,62
2022-02-09,13,15,72
2022-02-10,21,12,67
2022-02-11,28,19,53
2022-02-12,21,14,65
2022-02-13,12,7,81
2022-02-14,16,13,71
2022-02-15,21,22,57
2022-02-16,19,15,66
2022-02-17,23,15,62
2022-02-18,27,14,59
2022-02-19,23,22,55
2022-02-20,20,15,65
2022-02-21,22,17,61
2022-02-22,25,12,63
2022-02-23,21,14,65
2022-02-24,22,21,57
2022-02-25,29,9,62
2022-02-26,20,9,71
2022-02-27,23,15,62
2022-02-28,25,12,63
2022-03-01,25,14,61
2022-03-02,37,17,46
2022-03-03,22,11,67
2022-03-04,29,14,57
2022-03-05,29,22,49
2022-03-06,19,12,69
2022-03-07,20,24,56
2022-03-08,22,38,40
2022-03-09,26,21,53
2022-03-10,27,15,58
2022-03-11,29,16,55
2022-03-12,30,22,48
2022-03-13,20,14,66
2022-03-14,25,19,56
2022-03-15,34,18,48
2022-03-16,27,17,56
2022-03-17,24,12,64
2022-03-18,27,16,57
2022-03-19,20,16,64
2022-03-20,28,10,62
2022-03-21,50,9,41
2022-03-22,26,17,57
2022-03-23,26,13,61
2022-03-24,22,22,56
2022-03-25,46,9,45
2022-03-26,33,15,52
2022-03-27,49,4,47
2022-03-28,26,15,59
2022-03-29,19,35,46
2022-03-30,38,13,49
2022-03-31,16,21,63
2022-04-01,28,12,60
2022-04-02,35,16,49
2022-04-03,31,14,55
2022-04-04,24,13,63
2022-04-05,30,27,43
2022-04-06,20,19,61
2022-04-07,31,16,53
2022-04-08,35,18,47
2022-04-09,30,24,46
2022-04-10,24,16,60
2022-04-11,48,8,44
2022-04-12,24,24,52
2022-04-13,32,15,53
2022-04-14,21,14,65
2022-04-15,17,10,73
2022-04-16,35,11,54
2022-04-17,42,9,49
2022-04-18,28,16,56
2022-04-19,46,6,48
2022-04-20,23,16,61
2022-04-21,23,9,68
2022-04-22,24,12,64
2022-04-23,21,14,65
2022-04-24,28,9,63
2022-04-25,26,16,58
2022-04-26,24,12,64
2022-04-27,18,12,70
2022-04-28,20,11,69
2022-04-29,21,11,68
2022-04-30,37,17,46
2022-05-01,20,7,73
2022-05-02,24,10,66
2022-05-03,27,24,49
2022-05-04,9,18,73
2022-05-05,27,15,58
2022-05-06,24,24,52
2022-05-07,27,20,53
2022-05-08,39,11,50
2022-05-09,25,18,57
2022-05-10,27,16,57
2022-05-11,26,19,55
2022-05-12,34,15,51
2022-05-13,28,15,57
2022-05-14,48,11,41
2022-05-15,24,15,61
2022-05-16,18,14,68
2022-05-17,26,19,55
2022-05-18,10,13,77
2022-05-19,22,17,61
2022-05-20,21,12,67
2022-05-21,22,18,60
2022-05-22,40,6,54
2022-05-23,18,24,58
2022-05-24,21,26,53
2022-05-25,19,20,61
2022-05-26,17,23,60
2022-05-27,21,18,61
2022-05-28,28,7,65
2022-05-29,27,12,61
2022-05-30,40,13,47
2022-05-31,24,14,62
2022-06-01,18,19,63
2022-06-02,8,15,77
2022-06-03,23,8,69
2022-06-04,19,24,57
2022-06-05,25,11,64
2022-06-06,18,8,74
2022-06-07,24,19,57
2022-06-08,20,20,60
2022-06-09,21,15,64
2022-06-10,20,20,60
2022-06-11,42,19,39
2022-06-12,24,13,63
2022-06-13,13,40,47
2022-06-14,16,23,61
2022-06-15,23,25,52
2022-06-16,23,25,52
2022-06-17,18,22,60
2022-06-18,27,17,56
2022-06-19,23,20,57
2022-06-20,16,11,73
2022-06-21,15,16,69
2022-06-22,19,15,66
2022-06-23,26,13,61
2022-06-24,16,13,71
2022-06-25,23,14,63
2022-06-26,22,16,62
2022-06-27,16,20,64
2022-06-28,22,19,59
2022-06-29,26,14,60
2022-06-30,25,10,65
2022-07-01,18,24,58
2022-07-02,23,16,61
2022-07-03,29,10,61
2022-07-04,18,11,71
2022-07-05,16,23,61
2022-07-06,27,16,57
2022-07-07,25,18,57
2022-07-08,17,26,57
2022-07-09,19,15,66
2022-07-10,25,13,62
2022-07-11,19,16,65
2022-07-12,25,12,63
2022-07-13,26,13,61
2022-07-14,19,15,66
2022-07-15,16,16,68
2022-07-16,23,17,60
2022-07-17,25,12,63
2022-07-18,29,12,59
2022-07-19,25,24,51
2022-07-20,21,24,55
2022-07-21,26,16,58
2022-07-22,20,15,65
2022-07-23,21,20,59
2022-07-24,21,17,62
2022-07-25,17,26,57
2022-07-26,42,16,42
2022-07-27,20,17,63
2022-07-28,17,20,63
2022-07-29,27,13,60
2022-07-30,34,12,54
2022-07-31,31,18,51
2022-08-01,12,17,71
2022-08-02,29,18,53
2022-08-03,43,12,45
2022-08-04,20,16,64
2022-08-05,15,21,64
2022-08-06,17,14,69
2022-08-07,21,14,65
2022-08-08,23,18,59
2022-08-09,34,18,48
2022-08-10,23,16,61
2022-08-11,18,17,65
2022-08-12,25,20,55
2022-08-13,25,20,55
2022-08-14,24,16,60
2022-08-15,17,22,61
2022-08-16,19,17,64
2022-08-17,27,10,63
2022-08-18,13,27,60
2022-08-19,31,18,51
2022-08-20,30,17,53
2022-08-21,21,13,66
2022-08-22,25,15,60
2022-08-23,28,27,45
2022-08-24,27,11,62
2022-08-25,21,11,68
2022-08-26,30,19,51
2022-08-27,24,16,60
2022-08-28,20,12,68
2022-08-29,24,15,61
2022-08-30,24,10,66
2022-08-31,22,26,52
2022-09-01,26,15,59
2022-09-02,23,18,59
2022-09-03,19,16,65
2022-09-04,29,23,48
2022-09-05,17,14,69
2022-09-06,23,23,54
2022-09-07,28,21,51
2022-09-08,20,14,66
2022-09-09,23,21,56
2022-09-10,9,12,79
2022-09-11,26,20,54
2022-09-12,14,29,57
2022-09-13,22,21,57
2022-09-14,17,26,57
2022-09-15,32,10,58
2022-09-16,23,17,60
2022-09-17,30,16,54
2022-09-18,31,22,47
2022-09-19,20,20,60
2022-09-20,33,18,49
2022-09-21,40,23,37
2022-09-22,27,16,57
2022-09-23,24,31,45
2022-09-24,24,15,61
2022-09-25,29,17,54
2022-09-26,18,18,64
2022-09-27,18,20,62
2022-09-28,26,19,55
2022-09-29,24,35,41
2022-09-30,28,21,51
2022-10-01,25,15,60
2022-10-02,26,12,62
2022-10-03,33,13,54
2022-10-04,21,15,64
2022-10-05,30,22,48
2022-10-06,27,27,46
2022-10-07,26,20,54
2022-10-08,16,26,58
2022-10-09,26,29,45
2022-10-10,22,21,57
2022-10-11,17,19,64
2022-10-12,18,16,66
2022-10-13,16,13,71
2022-10-14,27,15,58
2022-10-15,30,15,55
2022-10-16,19,17,64
2022-10-17,20,12,68
2022-10-18,18,20,62
2022-10-19,18,36,46
2022-10-20,19,16,65
2022-10-21,22,20,58
2022-10-22,25,12,63
2022-10-23,27,15,58
2022-10-24,25,12,63
2022-10-25,20,17,63
2022-10-26,22,15,63
2022-10-27,24,12,64
2022-10-28,17,13,70
2022-10-29,16,20,64
2022-10-30,16,11,73
2022-10-31,22,18,60
2022-11-01,17,21,62
2022-11-02,25,18,57
2022-11-03,20,24,56
2022-11-04,30,10,60
2022-11-05,19,34,47
2022-11-06,23,20,57
2022-11-07,23,26,51
2022-11-08,16,15,69
2022-11-09,20,20,60
2022-11-10,28,23,49
2022-11-11,26,22,52
2022-11-12,22,22,56
2022-11-13,26,18,56
2022-11-14,24,18,58
2022-11-15,20,17,63
2022-11-16,32,19,49
2022-11-17,23,15,62
2022-11-18,31,12,57
2022-11-19,22,16,62
2022-11-20,25,20,55
2022-11-21,26,21,53
2022-11-22,31,18,51
2022-11-23,16,16,68
2022-11-24,19,12,69
2022-11-25,25,16,59
2022-11-26,13,18,69
2022-11-27,19,15,66
2022-11-28,22,10,68
2022-11-29,17,15,68
2022-11-30,23,12,65
2022-12-01,15,22,63
2022-12-02,26,13,61
2022-12-03,30,13,57
2022-12-04,27,13,60
2022-12-05,14,12,74
2022-12-06,23,16,61
2022-12-07,27,12,61
2022-12-08,27,24,49
2022-12-09,21,18,61
2022-12-10,30,21,49
2022-12-11,18,17,65
2022-12-12,23,18,59
2022-12-13,25,19,56
2022-12-14,24,14,62
2022-12-15,25,18,57
2022-12-16,23,16,61
2022-12-17,17,23,60
2022-12-18,25,19,56
2022-12-19,18,15,67
2022-12-20,21,11,68
2022-12-21,23,13,64
2022-12-22,19,8,73
2022-12-23,19,13,68
2022-12-24,27,13,60
2022-12-25,35,11,54
2022-12-26,35,14,51
2022-12-27,20,14,66
2022-12-28,16,15,69
2022-12-29,34,13,53
2022-12-30,26,17,57
2022-12-31,20,11,69
2023-01-01,29,11,60
2023-01-02,23,19,58
2023-01-03,20,16,64
2023-01-04,19,15,66
2023-01-05,15,31,54
2023-01-06,27,21,52
2023-01-07,22,12,66
2023-01-08,29,13,58
2023-01-09,20,31,49
2023-01-10,29,19,52
2023-01-11,25,16,59
2023-01-12,26,12,62
2023-01-13,23,20,57
2023-01-14,25,13,62
2023-01-15,18,12,70
2023-01-16,27,11,62
2023-01-17,33,13,54
2023-01-18,21,18,61
2023-01-19,25,15,60
2023-01-20,26,30,44
2023-01-21,20,11,69
2023-01-22,18,11,71
2023-01-23,23,11,66
2023-01-24,25,17,58
2023-01-25,28,17,55
2023-01-26,27,16,57
2023-01-27,18,19,63
2023-01-28,32,14,54
2023-01-29,21,28,51
2023-01-30,16,20,64
2023-01-31,23,11,66
2023-02-01,19,10,71
2023-02-02,18,19,63
2023-02-03,28,32,40
2023-02-04,25,25,50
2023-02-05,36,41,23
2023-02-06,24,22,54
2023-02-07,22,31,47
2023-02-08,22,36,42
2023-02-09,21,12,67
2023-02-10,27,25,48
2023-02-11,23,21,56
2023-02-12,13,28,59
2023-02-13,19,27,54
2023-02-14,25,16,59
2023-02-15,24,18,58
2023-02-16,33,20,47
2023-02-17,30,16,54
2023-02-18,20,25,55
2023-02-19,32,18,50
2023-02-20,24,15,61
2023-02-21,20,19,61
2023-02-22,21,21,58
2023-02-23,21,29,50
2023-02-24,19,25,56
2023-02-25,23,22,55
2023-02-26,26,9,65
2023-02-27,22,17,61
2023-02-28,20,18,62
2023-03-01,24,23,53
2023-03-02,18,19,63
2023-03-03,29,21,50
2023-03-04,21,29,50
2023-03-05,20,46,34
2023-03-06,25,22,53
2023-03-07,22,17,61
2023-03-08,28,20,52
2023-03-09,19,33,48
2023-03-10,22,21,57
2023-03-11,20,30,50
2023-03-12,19,30,51
2023-03-13,22,12,66
2023-03-14,29,16,55
2023-03-15,11,37,52
2023-03-16,18,21,61
2023-03-17,29,19,52
2023-03-18,14,9,77
2023-03-19,21,14,65
2023-03-20,25,19,56
2023-03-21,20,14,66
2023-03-22,28,26,46
2023-03-23,19,11,70
2023-03-24,24,19,57
2023-03-25,23,21,56
2023-03-26,23,15,62
2023-03-27,27,21,52
2023-03-28,25,14,61
2023-03-29,15,14,71
2023-03-30,31,15,54
2023-03-31,22,29,49
2023-04-01,20,11,69
2023-04-02,23,8,69
2023-04-03,29,8,63
2023-04-04,17,10,73
2023-04-05,35,16,49
2023-04-06,19,15,66
2023-04-07,20,12,68
2023-04-08,23,16,61
2023-04-09,25,23,52
2023-04-10,17,21,62
2023-04-11,23,12,65
2023-04-12,17,25,58
2023-04-13,18,9,73
2023-04-14,43,9,48
2023-04-15,20,12,68
2023-04-16,18,12,70
2023-04-17,30,13,57
2023-04-18,31,11,58
2023-04-19,17,14,69
2023-04-20,19,22,59
2023-04-21,26,19,55
2023-04-22,25,24,51
2023-04-23,18,24,58
2023-04-24,17,30,53
2023-04-25,31,15,54
2023-04-26,23,22,55
2023-04-27,20,25,55
2023-04-28,24,12,64
2023-04-29,22,15,63
2023-04-30,23,14,63
2023-05-01,30,15,55
2023-05-02,28,22,50
2023-05-03,24,18,58
2023-05-04,21,18,61
2023-05-05,23,16,61
2023-05-06,24,14,62
2023-05-07,28,17,55
2023-05-08,23,10,67
2023-05-09,16,23,61
2023-05-10,19,34,47
2023-05-11,20,18,62
2023-05-12,26,14,60
2023-05-13,20,10,70
2023-05-14,22,15,63
2023-05-15,26,21,53
2023-05-16,25,9,66
2023-05-17,28,14,58
2023-05-18,21,22,57
2023-05-19,28,17,55
2023-05-20,30,9,61
2023-05-21,25,16,59
2023-05-22,27,5,68
2023-05-23,30,17,53
2023-05-24,20,22,58
2023-05-25,25,12,63
2023-05-26,40,9,51
2023-05-27,26,11,63
2023-05-28,22,13,65
2023-05-29,23,22,55
2023-05-30,23,24,53
2023-05-31,30,18,52
2023-06-01,22,19,59
2023-06-02,30,14,56
2023-06-03,21,21,58
2023-06-04,21,9,70
2023-06-05,21,15,64
2023-06-06,20,15,65
2023-06-07,28,19,53
2023-06-08,14,18,68
2023-06-09,20,18,62
2023-06-10,23,19,58
2023-06-11,19,18,63
2023-06-12,20,17,63
2023-06-13,26,15,59
2023-06-14,56,9,35
2023-06-15,58,12,30
2023-06-16,28,10,62
2023-06-17,24,22,54
2023-06-18,16,21,63
2023-06-19,18,24,58
2023-06-20,20,20,60
2023-06-21,23,12,65
2023-06-22,20,28,52
2023-06-23,18,16,66
2023-06-24,37,15,48
2023-06-25,24,19,57
2023-06-26,25,21,54
2023-06-27,24,18,58
2023-06-28,23,25,52
2023-06-29,25,20,55
2023-06-30,27,19,54
2023-07-01,25,17,58
2023-07-02,28,13,59
2023-07-03,27,16,57
2023-07-04,18,18,64
2023-07-05,22,12,66
2023-07-06,23,12,65
2023-07-07,24,15,61
2023-07-08,27,12,61
2023-07-09,12,20,68
2023-07-10,21,23,56
2023-07-11,15,12,73
2023-07-12,23,15,62
2023-07-13,21,15,64
2023-07-14,28,10,62
2023-07-15,28,10,62
2023-07-16,24,17,59
2023-07-17,24,27,49
2023-07-18,12,16,72
2023-07-19,17,21,62
2023-07-20,19,26,55
2023-07-21,22,12,66
2023-07-22,24,11,65
2023-07-23,25,17,58
2023-07-24,20,15,65
2023-07-25,22,14,64
2023-07-26,24,13,63
2023-07-27,22,16,62
2023-07-28,33,2,65
2023-07-29,23,7,70
2023-07-30,28,15,57
2023-07-31,27,14,59
2023-08-01,12,12,76
2023-08-02,24,12,64
2023-08-03,22,19,59
2023-08-04,18,14,68
2023-08-05,27,22,51
2023-08-06,24,19,57
2023-08-07,17,22,61
2023-08-08,21,24,55
2023-08-09,17,15,68
2023-08-10,27,33,40
2023-08-11,20,53,27
2023-08-12,22,38,40
2023-08-13,28,43,29
2023-08-14,19,41,40
2023-08-15,23,35,42
2023-08-16,21,27,52
2023-08-17,33,5,62
2023-08-18,25,15,60
2023-08-19,24,33,43
2023-08-20,25,27,48
2023-08-21,19,25,56
2023-08-22,20,25,55
2023-08-23,23,30,47
2023-08-24,21,19,60
2023-08-25,23,11,66
2023-08-26,26,11,63
2023-08-27,20,18,62
2023-08-28,20,20,60
2023-08-29,18,12,70
2023-08-30,24,14,62
2023-08-31,22,13,65
2023-09-01,24,8,68
2023-09-02,7,21,72
2023-09-03,3,19,78
2023-09-04,27,6,67
2023-09-05,6,21,73
2023-09-06,19,8,73
2023-09-07,20,20,60
2023-09-08,17,25,58
2023-09-09,22,12,66
2023-09-10,31,14,55
2023-09-11,20,9,71
2023-09-12,29,16,55
2023-09-13,18,11,71
2023-09-14,34,12,54
2023-09-15,16,9,75
2023-09-16,20,14,66
2023-09-17,23,14,63
2023-09-18,30,10,60
2023-09-19,24,15,61
2023-09-20,26,7,67
2023-09-21,30,14,56
2023-09-22,28,12,60
2023-09-23,23,9,68
2023-09-24,24,17,59
2023-09-25,25,13,62
2023-09-26,29,15,56
2023-09-27,35,12,53
2023-09-28,27,15,58
2023-09-29,21,10,69
2023-09-30,23,17,60
2023-10-01,27,11,62
2023-10-02,22,17,61
2023-10-03,29,17,54
2023-10-04,18,21,61
2023-10-05,29,13,58
2023-10-06,13,8,79
2023-10-07,26,17,57
2023-10-08,16,16,68
2023-10-09,25,19,56
2023-10-10,18,28,54
2023-10-11,23,9,68
2023-10-12,27,11,62
2023-10-13,16,26,58
2023-10-14,18,17,65
2023-10-15,24,11,65
2023-10-16,28,11,61
2023-10-17,30,12,58
2023-10-18,15,9,76
2023-10-19,26,18,56
2023-10-20,25,14,61
2023-10-21,32,8,60
2023-10-22,32,21,47
2023-10-23,32,12,56
2023-10-24,22,17,61
2023-10-25,23,11,66
2023-10-26,24,13,63
2023-10-27,27,13,60
2023-10-28,21,15,64
2023-10-29,22,32,46
2023-10-30,26,41,33
2023-10-31,25,22,53
2023-11-01,24,13,63
2023-11-02,17,26,57
2023-11-03,32,17,51
2023-11-04,19,22,59
2023-11-05,30,14,56
2023-11-06,18,10,72
2023-11-07,24,9,67
2023-11-08,22,18,60
2023-11-09,30,22,48
2023-11-10,31,13,56
2023-11-11,20,11,69
2023-11-12,31,10,59
2023-11-13,20,10,70
2023-11-14,17,22,61
2023-11-15,29,16,55
2023-11-16,21,4,75
2023-11-17,19,20,61
2023-11-18,18,19,63
2023-11-19,19,29,52
2023-11-20,29,8,63
2023-11-21,20,13,67
2023-11-22,26,19,55
2023-11-23,32,15,53
2023-11-24,24,13,63
2023-11-25,25,12,63
2023-11-26,33,7,60
2023-11-27,29,16,55
2023-11-28,25,13,62
2023-11-29,20,17,63
2023-11-30,28,16,56
2023-12-01,17,37,46
2023-12-02,19,15,66
2023-12-03,17,6,77
2023-12-04,16,12,72
2023-12-05,0,0,0
